,Open,High,Low,Close,Volume
2005-07-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-07-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-07-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-07-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-07-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-07-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-08-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-09-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-10-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-11-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2005-12-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-01-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-02-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-03-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-04-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-05-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-06-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-07-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-24,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-08-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-21,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-22,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-25,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-28,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-09-29,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-04,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-05,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-11,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-12,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-18,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-19,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-23,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-26,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-27,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-30,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-10-31,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-01,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-02,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-03,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-06,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-07,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-08,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-09,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-10,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-13,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-14,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-15,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-16,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-17,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-20,0.51288902759552,0.51288902759552,0.51288902759552,0.51288902759552,0
2006-11-21,28.73014689143851,29.93802522953358,28.73014689143851,29.106042861938477,730840
2006-11-22,29.411769193131224,31.67549856215236,29.411769193131224,30.891963958740234,2808510
2006-11-23,31.561887287679404,31.561887287679404,30.24207615412636,30.592910766601562,2868550
2006-11-24,31.70221506758312,32.557588564559154,30.589565453219517,30.75996971130371,1646440
2006-11-27,30.906996917111524,32.87502062497804,30.906996917111524,32.42728805541992,6866930
2006-11-28,32.57764564944312,32.57764564944312,30.449238549298208,30.982175827026367,2462910
2006-11-29,30.673104804043813,31.60532434242314,30.48599045490498,31.192676544189453,1082520
2006-11-30,31.237779160274027,32.17668517703862,31.207708716456526,31.73897361755371,1374150
2006-12-01,31.743986926195664,32.82823857338218,31.307947624855743,32.27692413330078,2238010
2006-12-04,32.570970686409545,32.811541976410915,31.787435977865826,32.385528564453125,1660860
2006-12-05,32.570965555971306,32.70795741276006,31.875975140885107,32.13158416748047,1542240
